Timestamp,Temperature_C,Battery_Voltage_V,Battery_Current_A,Power_Consumption_W,Solar_Panel_Output_W,Gyro_X,Gyro_Y,Gyro_Z,Signal_Strength_dBm,Ground_Truth,dT_dt,dV_dt,Power_Delta,Gyro_Magnitude,Gyro_Rolling_Std
2026-09-19 00:00:00,22.394903451255857,28.16170449245217,2.0668904756925595,123.28530630002508,180.99342830602245,-0.0010850920572829572,0.004910563441123365,0.05346146943952402,-62.29566561208543,0,0.0,0.0,57.70812200599737,0.05369748385832651,0.0
2026-09-19 00:01:00,21.32731845373856,28.089500757394692,2.142039818545447,123.6378995420948,180.7218055641259,-0.02593825226543965,0.01117116306563144,0.042234567104698216,-61.62684350819126,0,-1.0675849975172973,-0.07220373505747801,57.0839060220311,0.050806953001983596,0.0020439139697490337
2026-09-19 00:02:00,22.03250858296586,28.44668270957637,1.7716871669009189,128.17940446642848,183.282070384152,0.017416351037269285,0.011813760896883818,0.05746394873522204,-61.00193797601011,0,0.7051901292273008,0.35718195218167637,55.10266591772353,0.061196402134654604,0.0053623626202585414
2026-09-19 00:03:00,22.323062840986857,28.51515919239369,1.670043826259813,131.37305975816065,186.00126177942946,0.014870213406691932,-0.028179685999034698,0.052653280549999,-63.12977536562665,0,0.29055425802099677,0.06847648281732077,54.628202021268805,0.06154336603113008,0.005396591617047721
2026-09-19 00:04:00,22.54876281632003,28.684012963282264,2.2238841353300103,121.7574854718243,183.42587667363983,-0.013511370571824326,0.016481731610885272,0.04659604843284136,-61.154219595713045,0,0.2256999753331712,0.16885377088857467,61.66839120181554,0.05123862157765481,0.005296488961196849
2026-09-19 00:05:00,23.09049472237386,28.620955883855242,1.9299868717795743,128.5008094715451,184.32598147214367,0.014149744144107237,0.006063076567525467,0.04287959344581977,-61.63898518740721,0,0.5417319060538333,-0.06305707942702199,55.82517200059857,0.04555914497536321,0.006290478370471846
2026-09-19 00:06:00,23.269092167561528,28.753254520451055,2.2818438607235527,128.42125643044773,188.80485036496512,0.0074981537260155155,-0.012705227691172178,0.04815115016901314,-62.87504180513549,0,0.17859744518766618,0.13229863659581298,60.38359393451739,0.05036048433625657,0.005905478461663828
2026-09-19 00:07:00,23.48978840147431,29.102723107363268,1.9058766307552537,134.16501333462534,187.97704633068273,-0.025612242907222166,-0.014993339018918278,0.04183098748172431,-63.58281811618204,0,0.2206962339127827,0.34946858691221294,53.81203299605738,0.05128955756653537,0.005522287568983055
2026-09-19 00:08:00,23.736497817474348,29.295706983669913,2.0906464097134942,128.8449345648614,186.2346121371253,-0.01707857829142715,-0.0066810616411369095,0.05058438694883588,-62.52610550037659,0,0.24670941600003715,0.19298387630664493,57.389677572263906,0.05380608352313551,0.005169427757058239
2026-09-19 00:09:00,23.454830765701224,29.299086400713815,1.7385171450554657,131.14896695422277,188.91838918344678,0.022765628897791587,-0.02597483373220984,0.0508543868521991,-63.86452187708063,0,-0.28166705177312323,0.003379417043902322,57.769422229224006,0.06147466558380802,0.005520236097861613
2026-09-19 00:10:00,23.552249334374615,29.43705516662671,2.4156910680011245,130.4237714202624,187.48787446245404,0.006188323702841007,0.03444534781974051,0.0526170728347634,-61.95908241858822,0,0.09741856867339038,0.13796876591289475,57.06410304219165,0.06319282942211753,0.006216556333509532
2026-09-19 00:11:00,24.209644820324993,29.729521863608777,2.266162800597002,123.6083005605784,187.98061409347383,-0.011286058916212522,0.029723026502866887,0.06766242409671855,-64.29847639772807,0,0.6573954859503779,0.29246669698206773,64.37231353289543,0.07475986266035102,0.008570388196117447
2026-09-19 00:12:00,24.06950027148621,29.84967567529452,2.193077885243166,132.3046216498952,189.80431540280435,-0.01716951782345284,0.009034004019518786,0.04867555280300428,-62.831386889232434,0,-0.14014454883878358,0.1201538116857428,57.49969375290914,0.05239957071954506,0.008593653398208183
2026-09-19 00:13:00,23.949603109333765,29.891664076245807,1.8028828034020563,130.64618951636885,185.80902136485633,-0.010307875962308418,-0.004467968326841818,0.06004597867124482,-63.67545868949563,0,-0.11989716215244428,0.04198840095128631,55.162831848487485,0.06108792517684314,0.008565483306212667
2026-09-19 00:14:00,24.86827403431321,30.087040831354635,2.0215968274375666,131.52480591902378,186.40466163485854,-0.00888959059755409,-0.003942159758747906,0.05229587396975702,-64.38096884504613,0,0.9186709249794447,0.19537675510882835,54.879855715834765,0.05319232913509544,0.00845326031026888
2026-09-19 00:15:00,25.145085612044028,29.986257232447727,1.420561821875394,141.77871311930897,188.85037480755858,-0.016919260652585033,0.015161314123479363,0.04761755698101546,-64.15686441913348,0,0.2768115777308182,-0.10078359890690791,47.071661688249606,0.05275944048055458,0.007667877312158786
2026-09-19 00:16:00,25.33657263050769,30.15339455781637,2.384071160803433,123.74766118150424,187.9700737897462,-0.03483528224766605,0.03515653799003901,0.04880840730048766,-63.21430411045682,0,0.19148701846366123,0.16713732536864256,64.22241260824197,0.06951071626684559,0.008085463427658214
2026-09-19 00:17:00,25.061223937003586,30.42936116457182,1.9063427838525446,135.1740899492833,190.54514276971523,0.02280026572801571,-0.011407934791934865,0.0494117359083195,-65.7316970036941,0,-0.2753486935041032,0.2759666067554498,55.37105282043191,0.05560137353482085,0.007714474581446579
2026-09-19 00:18:00,25.321087267301802,30.336929927912045,2.105294197784992,129.13765744179892,187.92242815773952,0.019412673452228864,-0.022351720852466485,0.05279767707728217,-65.19994495018871,0,0.2598633302982165,-0.09243123665977393,58.784770715940596,0.060531363939584436,0.007423629257649044
2026-09-19 00:19:00,25.664622486166067,30.397901122440906,2.1316093332043953,130.86198671320903,186.63839347420355,-0.02546510903613719,0.030952815471905423,0.040406792347810305,-65.78935359904862,0,0.34353521886426464,0.060971194528860906,55.77640676099452,0.0569144747116166,0.007493494201695575
2026-09-19 00:20:00,25.173459202224556,30.660439412005058,1.9735208142560743,129.86346326409628,192.02427180609993,0.0027262259112733533,-0.03574277175168903,0.03534659616555033,-65.32578777759184,0,-0.49116328394151054,0.2625382895641515,62.16080854200365,0.05034242644830635,0.007970811911726826
2026-09-19 00:21:00,25.802896207592294,30.323690108386273,1.986432013367077,128.72729099980586,188.18054106551568,-0.018044764054295333,-0.020170616165052925,0.05654297393474276,-66.21941905946113,0,0.6294370053677376,-0.3367493036187845,59.453250065709824,0.06268632360920588,0.005920204182570034
